Quarter,Course,Problem,SID,Mag,Dir,R_Mag,R_Dir,Simi_Mag_2,Simi_Mag_8,Score_Mag,Score_Dir
WI09,131,2,1508,8,r,2,L,0,1,0,0
WI09,131,2,1514,2,r,2,L,1,0,1,0
WI09,131,2,1905,2,l,2,L,1,0,1,1
WI09,131,2,2003,8,r,2,L,0,1,0,0
WI09,131,2,2009,2,l,2,L,1,0,1,1
WI09,131,2,2301,2,l,2,L,1,0,1,1
WI09,131,2,2307,5,l,2,L,0,0,0,1
WI09,131,2,2313,2,l,2,L,1,0,1,1
WI09,131,2,2320,2,l,2,L,1,0,1,1
WI09,131,2,2406,5,l,2,L,0,0,0,1
WI09,131,2,2504,2,l,2,L,1,0,1,1
WI09,131,2,2510,2,l,2,L,1,0,1,1
WI09,131,2,2801,2,l,2,L,1,0,1,1
WI09,131,2,2807,2,l,2,L,1,0,1,1
WI09,131,2,2813,2,l,2,L,1,0,1,1
WI09,131,2,2906,2,l,2,L,1,0,1,1
WI09,131,2,3001,2,l,2,L,1,0,1,1
WI09,131,2,3007,2,l,2,L,1,0,1,1
WI09,131,2,3205,2,r,2,L,1,0,1,0
WI09,131,2,3302,2,l,2,L,1,0,1,1
WI09,131,2,3308,2,l,2,L,1,0,1,1
WI09,131,2,3314,9,r,2,L,0,1,0,0
WI09,131,2,3405,2,l,2,L,1,0,1,1
WI09,131,2,3411,2,r,2,L,1,0,1,0
WI09,131,2,3504,2,l,2,L,1,0,1,1
WI09,131,2,3510,2,l,2,L,1,0,1,1
WI09,131,2,3516,2,l,2,L,1,0,1,1
WI09,131,3,503,2,l,2,L,1,0,1,1
WI09,131,3,509,2,r,2,L,1,0,1,0
WI09,131,3,803,2,l,2,L,1,0,1,1
WI09,131,3,901,2,r,2,L,1,0,1,0
WI09,131,3,907,2,r,2,L,1,0,1,0
WI09,131,3,1006,2,l,2,L,1,0,1,1
WI09,131,3,1306,2,r,2,L,1,0,1,0
WI09,131,3,1311,,,2,L,,,,
WI09,131,3,1403,2,l,2,L,1,0,1,1
WI09,131,3,1503,2,l,2,L,1,0,1,1
WI09,131,3,1509,2,r,2,L,1,0,1,0
WI09,131,3,1515,2,l,2,L,1,0,1,1
WI09,131,3,1906,2,l,2,L,1,0,1,1
WI09,131,3,2004,2,l,2,L,1,0,1,1
WI09,131,3,2010,2,r,2,L,1,0,1,0
WI09,131,3,2302,5,r,2,L,0,0,0,0
WI09,131,3,2308,2,r,2,L,1,0,1,0
WI09,131,3,2314,2,r,2,L,1,0,1,0
WI09,131,3,2401,5,l,2,L,0,0,0,1
WI09,131,3,2407,2,l,2,L,1,0,1,1
WI09,131,3,2505,2,l,2,L,1,0,1,1
WI09,131,3,2511,1,l,2,L,1,0,1,1
WI09,131,3,2802,2,l,2,L,1,0,1,1
WI09,131,3,2808,2,l,2,L,1,0,1,1
WI09,131,3,2901,,,2,L,,,,
WI09,131,3,2907,2,l,2,L,1,0,1,1
WI09,131,3,3002,8,both,2,L,0,1,0,0
WI09,131,3,3008,2,l,2,L,1,0,1,1
WI09,131,3,3206,2,l,2,L,1,0,1,1
WI09,131,3,3303,2,l,2,L,1,0,1,1
WI09,131,3,3309,2,l,2,L,1,0,1,1
WI09,131,3,3315,2,l,2,L,1,0,1,1
WI09,131,3,3406,2,l,2,L,1,0,1,1
WI09,131,3,3412,2,l,2,L,1,0,1,1
WI09,131,3,3505,2,l,2,L,1,0,1,1
WI09,131,3,3511,2,l,2,L,1,0,1,1
WI09,131,3,3517,2,l,2,L,1,0,1,1
WI09,131,4,504,2,l,8,R,1,0,0,0
WI09,131,4,510,8,both,8,R,0,1,1,0
WI09,131,4,804,1,l,8,R,1,0,0,0
WI09,131,4,902,8,r,8,R,0,1,1,1
WI09,131,4,1002,10,r,8,R,0,0,0,1
WI09,131,4,1007,8,r,8,R,0,1,1,1
WI09,131,4,1301,8,r,8,R,0,1,1,1
WI09,131,4,1307,8,r,8,R,0,1,1,1
WI09,131,4,1312,8,r,8,R,0,1,1,1
WI09,131,4,1404,3,l,8,R,1,0,0,0
WI09,131,4,1504,8,r,8,R,0,1,1,1
WI09,131,4,1510,2,l,8,R,1,0,0,0
WI09,131,4,1901,8,r,8,R,0,1,1,1
WI09,131,4,1907,2,l,8,R,1,0,0,0
WI09,131,4,2005,8,both,8,R,0,1,1,0
WI09,131,4,2011,8,l,8,R,0,1,1,0
WI09,131,4,2303,8,r,8,R,0,1,1,1
WI09,131,4,2309,2,l,8,R,1,0,0,0
WI09,131,4,2315,2,l,8,R,1,0,0,0
WI09,131,4,2402,8,r,8,R,0,1,1,1
WI09,131,4,2408,10,r,8,R,0,0,0,1
WI09,131,4,2506,2,l,8,R,1,0,0,0
WI09,131,4,2512,8,r,8,R,0,1,1,1
WI09,131,4,2803,2,l,8,R,1,0,0,0
WI09,131,4,2809,8,r,8,R,0,1,1,1
WI09,131,4,2902,2,l,8,R,1,0,0,0
WI09,131,4,2908,2,l,8,R,1,0,0,0
WI09,131,4,3003,10,r,8,R,0,0,0,1
WI09,131,4,3201,2,l,8,R,1,0,0,0
WI09,131,4,3207,2,l,8,R,1,0,0,0
WI09,131,4,3304,8,r,8,R,0,1,1,1
WI09,131,4,3310,2,l,8,R,1,0,0,0
WI09,131,4,3316,8,r,8,R,0,1,1,1
WI09,131,4,3401,2,l,8,R,1,0,0,0
WI09,131,4,3407,8,r,8,R,0,1,1,1
WI09,131,4,3413,2,l,8,R,1,0,0,0
WI09,131,4,3506,2,r,8,R,1,0,0,1
WI09,131,4,3512,2,l,8,R,1,0,0,0
WI09,131,4,3518,8,r,8,R,0,1,1,1
WI09,131,5,505,2,l,8,L,1,0,0,1
WI09,131,5,511,2,l,8,L,1,0,0,1
WI09,131,5,805,10,both,8,L,0,0,0,0
WI09,131,5,903,7,l,8,L,0,1,1,1
WI09,131,5,1003,2,l,8,L,1,0,0,1
WI09,131,5,1008,8,l,8,L,0,1,1,1
WI09,131,5,1302,8,l,8,L,0,1,1,1
WI09,131,5,1308,10,l,8,L,0,0,0,1
WI09,131,5,1313,8,l,8,L,0,1,1,1
WI09,131,5,1405,8,l,8,L,0,1,1,1
WI09,131,5,1505,,,8,L,,,,
WI09,131,5,1511,8,l,8,L,0,1,1,1
WI09,131,5,1902,9,l,8,L,0,1,1,1
WI09,131,5,1908,8,l,8,L,0,1,1,1
WI09,131,5,2006,,,8,L,,,,
WI09,131,5,2012,8,l,8,L,0,1,1,1
WI09,131,5,2304,1,l,8,L,1,0,0,1
WI09,131,5,2310,8,l,8,L,0,1,1,1
WI09,131,5,2316,2,l,8,L,1,0,0,1
WI09,131,5,2403,10,l,8,L,0,0,0,1
WI09,131,5,2501,,,8,L,,,,
WI09,131,5,2507,8,l,8,L,0,1,1,1
WI09,131,5,2513,2,l,8,L,1,0,0,1
WI09,131,5,2804,8,l,8,L,0,1,1,1
WI09,131,5,2810,8,l,8,L,0,1,1,1
WI09,131,5,2903,2,l,8,L,1,0,0,1
WI09,131,5,2909,8,l,8,L,0,1,1,1
WI09,131,5,3004,2,l,8,L,1,0,0,1
WI09,131,5,3202,8,l,8,L,0,1,1,1
WI09,131,5,3208,8,l,8,L,0,1,1,1
WI09,131,5,3305,7,both,8,L,0,1,1,0
WI09,131,5,3311,9,l,8,L,0,1,1,1
WI09,131,5,3317,8,l,8,L,0,1,1,1
WI09,131,5,3402,2,l,8,L,1,0,0,1
WI09,131,5,3408,8,l,8,L,0,1,1,1
WI09,131,5,3501,2,l,8,L,1,0,0,1
WI09,131,5,3507,2,l,8,L,1,0,0,1
WI09,131,5,3513,5,l,8,L,0,0,0,1
WI09,131,5,3519,10,l,8,L,0,0,0,1
WI09,131,6,506,2,l,8,L,1,0,0,1
WI09,131,6,512,8,l,8,L,0,1,1,1
WI09,131,6,806,,,8,L,,,,
WI09,131,6,904,3,r,8,L,1,0,0,0
WI09,131,6,1001,,,8,L,,,,
WI09,131,6,1009,2,l,8,L,1,0,0,1
WI09,131,6,1303,8,l,8,L,0,1,1,1
WI09,131,6,1309,8,l,8,L,0,1,1,1
WI09,131,6,1314,10,l,8,L,0,0,0,1
WI09,131,6,1406,8,l,8,L,0,1,1,1
WI09,131,6,1506,2,l,8,L,1,0,0,1
WI09,131,6,1512,,,8,L,,,,
WI09,131,6,1903,2,l,8,L,1,0,0,1
WI09,131,6,2001,2,l,8,L,1,0,0,1
WI09,131,6,2007,10,l,8,L,0,0,0,1
WI09,131,6,2013,8,l,8,L,0,1,1,1
WI09,131,6,2305,2,l,8,L,1,0,0,1
WI09,131,6,2311,2,l,8,L,1,0,0,1
WI09,131,6,2318,2,l,8,L,1,0,0,1
WI09,131,6,2404,8,l,8,L,0,1,1,1
WI09,131,6,2502,8,l,8,L,0,1,1,1
WI09,131,6,2508,2,l,8,L,1,0,0,1
WI09,131,6,2514,8,l,8,L,0,1,1,1
WI09,131,6,2805,8,l,8,L,0,1,1,1
WI09,131,6,2811,8,l,8,L,0,1,1,1
WI09,131,6,2904,2,l,8,L,1,0,0,1
WI09,131,6,2910,8,l,8,L,0,1,1,1
WI09,131,6,3005,2,l,8,L,1,0,0,1
WI09,131,6,3203,10,l,8,L,0,0,0,1
WI09,131,6,3209,6,both,8,L,0,0,0,0
WI09,131,6,3306,9,l,8,L,0,1,1,1
WI09,131,6,3312,2,l,8,L,1,0,0,1
WI09,131,6,3318,2,l,8,L,1,0,0,1
WI09,131,6,3403,2,l,8,L,1,0,0,1
WI09,131,6,3409,8,l,8,L,0,1,1,1
WI09,131,6,3502,8,l,8,L,0,1,1,1
WI09,131,6,3508,9,l,8,L,0,1,1,1
WI09,131,6,3514,2,l,8,L,1,0,0,1
